"{'l': 0.4885662704999998, 'm': 0.5114337295000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.9980445819999999, 'm': 0.0019554180000000976, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.76115603, 'h': 0.23884397000000002}",-0.1
"{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.2
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.27407289, 'm': 0.7259271099999999, 'h': 0}",-0.1
"{'l': 0.5216260635000001, 'm': 0.47837393649999993, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.9748671394999999, 'm': 0.025132860500000076, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.76115603, 'h': 0.23884397000000002}",-0.1
"{'l': 0.6423829514999999, 'm': 0.3576170485000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.02881084000000006, 'h': 0.97118916}",0.0
"{'l': 0.483907109, 'm': 0.516092891, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.8371722355, 'm': 0.16282776450000003, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.5194137935, 'm': 0.48058620649999995, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.6846876074999999, 'm': 0.3153123925000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.4198134219999998, 'm': 0.5801865780000002, 'h': 0}","{'l': 0, 'm': 1, 'h': 0.0}","{'l': 0, 'm': 0, 'h': 1}",0.2
"{'l': 0.1681865844999999, 'm': 0.8318134155000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.24714023000000002, 'm': 0.7528597699999999, 'h': 0}",0.0
"{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.775092005, 'm': 0.22490799499999992, 'h': 0}",0.0
"{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.4874295999999999, 'm': 0.5125704, 'h': 0}",0.1
"{'l': 0.3815704580000001, 'm': 0.6184295419999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.4793408535000001, 'm': 0.5206591464999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.48024522999999997, 'm': 0.5197547699999999, 'h': 0}",0.0
"{'l': 0.5044834844999999, 'm': 0.4955165155000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.516361525, 'm': 0.483638475, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.5193245234999999, 'm': 0.4806754765000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.5228884855, 'm': 0.4771115145, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.4990540084999999, 'm': 0.5009459915000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.64324778, 'm': 0.35675221999999995, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9150399435000001, 'h': 0.08496005649999994}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.12233141550000015, 'm': 0.8776685844999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.05212453700000008, 'm': 0.9478754629999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.500069895, 'm': 0.499930105, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.23650570350000022, 'm': 0.7634942964999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0, 'm': 0.19050358450000004, 'h': 0.8094964155}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.23837365500000013, 'h': 0.7616263449999999}",0.2
"{'l': 0.2948065485, 'm': 0.7051934515, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.3594734759999998, 'm': 0.6405265240000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.4188271239999999, 'm': 0.5811728760000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.33238375100000006, 'm': 0.6676162489999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.477904278, 'm': 0.522095722, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.12858014949999985, 'm': 0.8714198505000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.22788284049999996, 'm': 0.7721171595, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.0076344475000000855, 'm': 0.9923655524999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.43813133550000005, 'm': 0.5618686645, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.4846266364999998, 'm': 0.5153733635000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.2492693999999998, 'm': 0.7507306000000001, 'h': 0}",0.0
"{'l': 0.5066971419999999, 'm': 0.49330285800000007, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.4995493915, 'm': 0.5004506085, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.306009545, 'm': 0.6939904549999999, 'h': 0}",0.0
"{'l': 0.49438012350000005, 'm': 0.5056198765, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.5031610740000001, 'm': 0.4968389259999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.23917038499999987, 'm': 0.760829615, 'h': 0}",-0.1
"{'l': 0.5413289615000001, 'm': 0.4586710384999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.5516353734999999, 'm': 0.4483646265000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.2750159699999999, 'm': 0.72498403, 'h': 0}",-0.1
"{'l': 0.572988222, 'm': 0.427011778, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.693829155, 'h': 0.306170845}",-0.1
"{'l': 0.5766480220000001, 'm': 0.4233519779999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.5781640615000001, 'm': 0.4218359384999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.693829155, 'h': 0.306170845}",-0.1
"{'l': 0.4305689949999998, 'm': 0.5694310050000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.47340994, 'm': 0.52659006, 'h': 0}",0.0
"{'l': 0.501002427, 'm': 0.498997573, 'h': 0}","{'l': 0, 'm': 0.0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.508982372, 'm': 0.49101762800000004, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.09177221000000013, 'h': 0.90822779}",0.0
"{'l': 0.49969622450000006, 'm': 0.5003037754999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.745719205, 'm': 0.2542807949999999, 'h': 0}",-0.1
"{'l': 0.3705031674999999, 'm': 0.6294968325000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.10406837500000021, 'm': 0.8959316249999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.9618392305000001, 'm': 0.038160769499999914, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.5073332614999999, 'm': 0.4926667385000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.41877777000000005, 'h': 0.5812222300000001}",0.0
"{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.2
"{'l': 0, 'm': 0.9311871219999999, 'h': 0.06881287800000013}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.37240297000000006, 'h': 0.62759703}",0.1
"{'l': 0, 'm': 0.5402313049999998, 'h': 0.45976869500000017}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.1701683759999999, 'm': 0.8298316240000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.40840135, 'h': 0.5915986500000001}",0.1
"{'l': 0.4802012090000001, 'm': 0.5197987909999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.28992482949999987, 'm': 0.7100751705000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.380987515, 'h': 0.6190124850000001}",0.1
"{'l': 0.2093018830000002, 'm': 0.7906981169999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.50003033, 'm': 0.49996967000000003, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.40131096000000005, 'h': 0.59868904}",0.0
"{'l': 0.20704451749999997, 'm': 0.7929554825, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.5000083824999999, 'm': 0.4999916175000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.39028209499999994, 'h': 0.6097179050000001}",0.0
"{'l': 0.36305820649999987, 'm': 0.6369417935000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
