"{'l': 0.38254502850000005, 'm': 0.6174549715, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.5415803799999999, 'm': 0.45841962, 'h': 0}",-0.1
"{'l': 0.4225359714999999, 'm': 0.5774640285000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.3441058665000001, 'm': 0.6558941334999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.54608535, 'm': 0.4539146499999999, 'h': 0}",-0.1
"{'l': 0, 'm': 0.5154481985000001, 'h': 0.4845518014999999}","{'l': 0, 'm': 0.5, 'h': 0.5}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.030123321500000078, 'm': 0.9698766784999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0, 'm': 0.8050019425000001, 'h': 0.19499805749999988}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.24491186749999994, 'm': 0.7550881325000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.326575933, 'm': 0.673424067, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.500509133, 'm': 0.499490867, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.50930618, 'h': 0.49069381999999995}",-0.1
"{'l': 0.4466405189999998, 'm': 0.5533594810000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0, 'm': 0.7884231740000001, 'h': 0.21157682599999994}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.2
"{'l': 0, 'm': 0.9012552170000001, 'h': 0.09874478299999989}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.2
"{'l': 0, 'm': 0.7180847625000002, 'h': 0.2819152374999998}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.401817015, 'h': 0.598182985}",0.1
"{'l': 0, 'm': 0.3263570155000002, 'h': 0.6736429844999998}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.2
"{'l': 0.465269621, 'm': 0.534730379, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.0020902450000002126, 'm': 0.9979097549999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.2654836989999998, 'm': 0.7345163010000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.002603603999999926, 'm': 0.9973963960000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.5000126174999999, 'm': 0.4999873825000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.09189946949999994, 'm': 0.9081005305000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.783653771, 'm': 0.216346229, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.16843244499999993, 'h': 0.8315675550000001}",0.0
"{'l': 0.6069214165000001, 'm': 0.3930785834999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.07120666999999997, 'h': 0.9287933300000001}",0.0
"{'l': 0.3818168850000001, 'm': 0.6181831149999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.2359539799999999, 'm': 0.76404602, 'h': 0}",0.0
"{'l': 0.2066878514999999, 'm': 0.7933121485000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.025862929999999895, 'h': 0.9741370700000002}",0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.75058454, 'h': 0.2494154600000001}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.488236573, 'm': 0.511763427, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.308879715, 'm': 0.6911202849999999, 'h': 0}",0.0
"{'l': 0.2595915165, 'm': 0.7404084835, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.8266729180000001, 'm': 0.1733270819999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.24714023000000002, 'm': 0.7528597699999999, 'h': 0}",-0.1
"{'l': 0.31387062750000005, 'm': 0.6861293725, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.39658749700000007, 'm': 0.6034125029999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.4718839639999999, 'm': 0.5281160360000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.5000186565, 'm': 0.4999813435, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.2682728099999999, 'm': 0.73172719, 'h': 0}",-0.1
"{'l': 0.6185730445, 'm': 0.38142695550000005, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.6333473135000001, 'm': 0.36665268649999994, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.635644866, 'm': 0.36435513399999997, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.4567881500000001, 'h': 0.5432118499999999}",0.0
"{'l': 0.6379199369999999, 'm': 0.36208006300000006, 'h': 0}","{'l': 0, 'm': 0.5, 'h': 0.5}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0.6401801715, 'm': 0.35981982850000005, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.14542065500000007, 'm': 0.8545793449999999, 'h': 0}",-0.1
"{'l': 0.07363898149999981, 'm': 0.9263610185000002, 'h': 0}","{'l': 0, 'm': 0.0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.9769223565, 'm': 0.023077643499999967, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0.5, 'h': 0.5}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.985542225, 'm': 0.01445777499999995, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.81607894, 'm': 0.18392105999999991, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.20625055000000003, 'm': 0.7937494499999999, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.38462871499999995, 'h': 0.6153712850000002}",0.0
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.9828094275000001, 'm': 0.01719057249999989, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.7892366699999999, 'm': 0.21076333000000003, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.265862915, 'm': 0.734137085, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.2
"{'l': 0.771204116, 'm': 0.22879588399999995, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.0
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.8139839449999999, 'm': 0.18601605499999993, 'h': 0}",-0.1
"{'l': 0.0610716375, 'm': 0.9389283625, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0, 'h': 1}",0.1
"{'l': 0.098508013, 'm': 0.901491987, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.7851425099999999, 'm': 0.21485748999999998, 'h': 0}",-0.1
"{'l': 1, 'm': 0, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0, 'm': 0.4567881500000001, 'h': 0.5432118499999999}",0.0
"{'l': 0, 'm': 0.28309777599999997, 'h': 0.716902224}","{'l': 0.5, 'm': 0.5, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}",0.3
"{'l': 0, 'm': 0.5959342445, 'h': 0.4040657555}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7006782944999999, 'h': 0.29932170550000015}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7087006945000001, 'h': 0.29129930549999994}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7163908145, 'h': 0.2836091855}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7249914290000001, 'h': 0.27500857099999987}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7333993775000001, 'h': 0.26660062249999994}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7429446249999998, 'h': 0.2570553750000002}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7514802535, 'h': 0.24851974649999997}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7607114755, 'h': 0.23928852450000004}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7686938754999999, 'h': 0.2313061245000001}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7773330430000001, 'h': 0.22266695699999994}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.785315443, 'h': 0.214684557}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.7945744575, 'h': 0.2054255425}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8016963659999998, 'h': 0.19830363400000017}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8095463734999999, 'h': 0.19045362650000008}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8180825734999999, 'h': 0.1819174265000001}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8271491955000001, 'h': 0.1728508044999999}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8346347155, 'h': 0.1653652845}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8440274579999998, 'h': 0.1559725420000002}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.9992187849999999, 'm': 0.0007812150000000018, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8516575780000002, 'h': 0.1483424219999998}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8594168254999999, 'h': 0.14058317450000013}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.9992187849999999, 'm': 0.0007812150000000018, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8676401734999999, 'h': 0.1323598265000001}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8755609409999998, 'h': 0.12443905900000019}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.883026461, 'h': 0.11697353899999996}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.8914610285000002, 'h': 0.1085389714999998}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9000422454999999, 'h': 0.0999577545000001}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9088382199999998, 'h': 0.09116178000000019}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9172461685000002, 'h': 0.08275383149999982}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9251854884999999, 'h': 0.07481451150000007}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9335759449999999, 'h': 0.06642405500000015}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9414906649999999, 'h': 0.05850933500000011}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9491269450000002, 'h': 0.050873054999999834}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9590626150000001, 'h': 0.04093738499999988}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9664573750000001, 'h': 0.03354262499999994}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9741305750000002, 'h': 0.02586942499999978}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9816755229999998, 'h': 0.018324477000000172}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9894408179999998, 'h': 0.010559182000000167}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0, 'm': 0.9968324979999998, 'h': 0.0031675020000001552}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.00549299999999997, 'm': 0.994507, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.01327387999999985, 'm': 0.9867261200000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.021086967500000053, 'm': 0.9789130325, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.99002554, 'm': 0.00997445999999999, 'h': 0}",-0.1
"{'l': 0.028890355999999784, 'm': 0.9711096440000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.036302035999999926, 'm': 0.9636979640000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.04384082450000015, 'm': 0.9561591754999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.053045999000000066, 'm': 0.9469540009999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.06156470750000009, 'm': 0.9384352924999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.06895330750000017, 'm': 0.9310466924999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.0771022444999998, 'm': 0.9228977555000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.08568449199999995, 'm': 0.914315508, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.09461182850000016, 'm': 0.9053881714999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.10212350850000007, 'm': 0.8978764914999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.10954902850000003, 'm': 0.8904509715, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.11847268349999984, 'm': 0.8815273165000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.12692831149999995, 'm': 0.8730716885, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.13501367900000005, 'm': 0.864986321, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.14335086750000015, 'm': 0.8566491324999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.15209771500000002, 'm': 0.847902285, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.15960015500000013, 'm': 0.8403998449999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.1673116095, 'm': 0.8326883905, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.1758533980000001, 'm': 0.8241466019999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.18379887800000017, 'm': 0.8162011219999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.9918359199999999, 'm': 0.008164079999999976, 'h': 0}",-0.1
"{'l': 0.19195648349999983, 'm': 0.8080435165000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.2000587705000001, 'm': 0.7999412294999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.9918359199999999, 'm': 0.008164079999999976, 'h': 0}",-0.1
"{'l': 0.20741353050000022, 'm': 0.7925864694999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.21505585799999993, 'm': 0.7849441420000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.22318844650000003, 'm': 0.7768115535, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.23187058149999995, 'm': 0.7681294185, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.24035487800000022, 'm': 0.7596451219999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.2477834780000001, 'm': 0.7522165219999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.25477462650000016, 'm': 0.7452253734999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.2625893465, 'm': 0.7374106535, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.2710342149999998, 'm': 0.7289657850000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.2805807969999998, 'm': 0.7194192030000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.28814015699999995, 'm': 0.711859843, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.29541799699999993, 'm': 0.7045820030000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.303919214, 'm': 0.696080786, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.312504541, 'm': 0.687495459, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.3198648894999998, 'm': 0.6801351105000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.32845934450000014, 'm': 0.6715406554999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.33653809300000015, 'm': 0.6634619069999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.34445886000000003, 'm': 0.65554114, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.3520213000000001, 'm': 0.6479786999999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.3600450350000002, 'm': 0.6399549649999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.3675505549999998, 'm': 0.6324494450000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.37597733, 'm': 0.62402267, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.3841631864999999, 'm': 0.6158368135000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.3921516340000002, 'm': 0.6078483659999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.399412554, 'm': 0.600587446, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.4080361360000002, 'm': 0.5919638639999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.41534781600000015, 'm': 0.5846521839999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.42469759100000015, 'm': 0.5753024089999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.432569231, 'm': 0.567430769, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.4407528530000002, 'm': 0.5592471469999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 0.9944895549999999, 'm': 0.005510445000000003, 'h': 0}",-0.1
"{'l': 0.44851373299999997, 'm': 0.551486267, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.4568284130000002, 'm': 0.5431715869999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.46564556150000014, 'm': 0.5343544384999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.4736800565000001, 'm': 0.5263199434999999, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.4818664844999998, 'm': 0.5181335155000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.4894658445000002, 'm': 0.5105341554999998, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.4979670614999998, 'm': 0.5020329385000002, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.506501629, 'm': 0.49349837100000005, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.5152843654999999, 'm': 0.4847156345000001, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.5230052455, 'm': 0.47699475449999995, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
"{'l': 0.5307322855000001, 'm': 0.46926771449999993, 'h': 0}","{'l': 0, 'm': 0, 'h': 1}","{'l': 1, 'm': 0, 'h': 0}",-0.1
